index,EventId,Content,PID,Occurences,Lemmatized Content,Tag
176,jibwlpjk,check pass; user unknown,19085.0,117,check pass ; user unknown,Failure
132,jibwlpjk,check pass; user unknown,23663.0,117,check pass ; user unknown,Failure
145,jibwlpjk,check pass; user unknown,24139.0,117,check pass ; user unknown,Failure
144,jibwlpjk,check pass; user unknown,24140.0,117,check pass ; user unknown,Failure
143,jibwlpjk,check pass; user unknown,24141.0,117,check pass ; user unknown,Failure
142,jibwlpjk,check pass; user unknown,24137.0,117,check pass ; user unknown,Failure
141,jibwlpjk,check pass; user unknown,24138.0,117,check pass ; user unknown,Failure
140,jibwlpjk,check pass; user unknown,23677.0,117,check pass ; user unknown,Failure
139,jibwlpjk,check pass; user unknown,23678.0,117,check pass ; user unknown,Failure
138,jibwlpjk,check pass; user unknown,23674.0,117,check pass ; user unknown,Failure
136,jibwlpjk,check pass; user unknown,23671.0,117,check pass ; user unknown,Failure
135,jibwlpjk,check pass; user unknown,23669.0,117,check pass ; user unknown,Failure
134,jibwlpjk,check pass; user unknown,23665.0,117,check pass ; user unknown,Failure
133,jibwlpjk,check pass; user unknown,23664.0,117,check pass ; user unknown,Failure
131,jibwlpjk,check pass; user unknown,23661.0,117,check pass ; user unknown,Failure
147,jibwlpjk,check pass; user unknown,31199.0,117,check pass ; user unknown,Failure
130,jibwlpjk,check pass; user unknown,23416.0,117,check pass ; user unknown,Failure
129,jibwlpjk,check pass; user unknown,23414.0,117,check pass ; user unknown,Failure
128,jibwlpjk,check pass; user unknown,23412.0,117,check pass ; user unknown,Failure
127,jibwlpjk,check pass; user unknown,23403.0,117,check pass ; user unknown,Failure
126,jibwlpjk,check pass; user unknown,23407.0,117,check pass ; user unknown,Failure
125,jibwlpjk,check pass; user unknown,23394.0,117,check pass ; user unknown,Failure
124,jibwlpjk,check pass; user unknown,23396.0,117,check pass ; user unknown,Failure
123,jibwlpjk,check pass; user unknown,23406.0,117,check pass ; user unknown,Failure
122,jibwlpjk,check pass; user unknown,23399.0,117,check pass ; user unknown,Failure
121,jibwlpjk,check pass; user unknown,23404.0,117,check pass ; user unknown,Failure
120,jibwlpjk,check pass; user unknown,23395.0,117,check pass ; user unknown,Failure
175,jibwlpjk,check pass; user unknown,17140.0,117,check pass ; user unknown,Failure
146,jibwlpjk,check pass; user unknown,31201.0,117,check pass ; user unknown,Failure
137,jibwlpjk,check pass; user unknown,23673.0,117,check pass ; user unknown,Failure
148,jibwlpjk,check pass; user unknown,31198.0,117,check pass ; user unknown,Failure
162,jibwlpjk,check pass; user unknown,10047.0,117,check pass ; user unknown,Failure
174,jibwlpjk,check pass; user unknown,17139.0,117,check pass ; user unknown,Failure
173,jibwlpjk,check pass; user unknown,17137.0,117,check pass ; user unknown,Failure
172,jibwlpjk,check pass; user unknown,17135.0,117,check pass ; user unknown,Failure
149,jibwlpjk,check pass; user unknown,31202.0,117,check pass ; user unknown,Failure
170,jibwlpjk,check pass; user unknown,17132.0,117,check pass ; user unknown,Failure
169,jibwlpjk,check pass; user unknown,17123.0,117,check pass ; user unknown,Failure
168,jibwlpjk,check pass; user unknown,17124.0,117,check pass ; user unknown,Failure
167,jibwlpjk,check pass; user unknown,17125.0,117,check pass ; user unknown,Failure
166,jibwlpjk,check pass; user unknown,17129.0,117,check pass ; user unknown,Failure
165,jibwlpjk,check pass; user unknown,10053.0,117,check pass ; user unknown,Failure
164,jibwlpjk,check pass; user unknown,10051.0,117,check pass ; user unknown,Failure
163,jibwlpjk,check pass; user unknown,10049.0,117,check pass ; user unknown,Failure
171,jibwlpjk,check pass; user unknown,17131.0,117,check pass ; user unknown,Failure
161,jibwlpjk,check pass; user unknown,10045.0,117,check pass ; user unknown,Failure
155,jibwlpjk,check pass; user unknown,31207.0,117,check pass ; user unknown,Failure
160,jibwlpjk,check pass; user unknown,10043.0,117,check pass ; user unknown,Failure
150,jibwlpjk,check pass; user unknown,31205.0,117,check pass ; user unknown,Failure
151,jibwlpjk,check pass; user unknown,31200.0,117,check pass ; user unknown,Failure
153,jibwlpjk,check pass; user unknown,31204.0,117,check pass ; user unknown,Failure
154,jibwlpjk,check pass; user unknown,31203.0,117,check pass ; user unknown,Failure
152,jibwlpjk,check pass; user unknown,31206.0,117,check pass ; user unknown,Failure
156,jibwlpjk,check pass; user unknown,10035.0,117,check pass ; user unknown,Failure
157,jibwlpjk,check pass; user unknown,10037.0,117,check pass ; user unknown,Failure
158,jibwlpjk,check pass; user unknown,10039.0,117,check pass ; user unknown,Failure
159,jibwlpjk,check pass; user unknown,10041.0,117,check pass ; user unknown,Failure
877,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
885,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
878,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
879,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
880,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
881,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
882,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
883,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
884,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
891,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
886,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
887,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
888,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
889,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
890,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
892,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
893,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
894,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
895,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
875,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
876,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
870,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
874,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
862,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
873,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
853,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
854,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
856,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
857,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
858,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
859,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
860,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
861,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
855,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
863,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
865,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
866,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
867,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
868,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
869,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
871,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
872,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
864,xhqurzab,ALERT exited abnormally with [1],,51,ALERT exit abnormally with [ 1 ],Failure
1879,9gntum0a,Kerberos authentication failed,19277.0,23,kerberos authentication fail,Failure
1873,9gntum0a,Kerberos authentication failed,19266.0,23,kerberos authentication fail,Failure
1874,9gntum0a,Kerberos authentication failed,19267.0,23,kerberos authentication fail,Failure
1875,9gntum0a,Kerberos authentication failed,19278.0,23,kerberos authentication fail,Failure
1876,9gntum0a,Kerberos authentication failed,19273.0,23,kerberos authentication fail,Failure
1877,9gntum0a,Kerberos authentication failed,19276.0,23,kerberos authentication fail,Failure
1878,9gntum0a,Kerberos authentication failed,19275.0,23,kerberos authentication fail,Failure
1883,9gntum0a,Kerberos authentication failed,19282.0,23,kerberos authentication fail,Failure
1880,9gntum0a,Kerberos authentication failed,19279.0,23,kerberos authentication fail,Failure
1881,9gntum0a,Kerberos authentication failed,19280.0,23,kerberos authentication fail,Failure
1882,9gntum0a,Kerberos authentication failed,19281.0,23,kerberos authentication fail,Failure
1884,9gntum0a,Kerberos authentication failed,19283.0,23,kerberos authentication fail,Failure
1885,9gntum0a,Kerberos authentication failed,19285.0,23,kerberos authentication fail,Failure
1886,9gntum0a,Kerberos authentication failed,19284.0,23,kerberos authentication fail,Failure
1871,9gntum0a,Kerberos authentication failed,19288.0,23,kerberos authentication fail,Failure
1872,9gntum0a,Kerberos authentication failed,19274.0,23,kerberos authentication fail,Failure
1868,9gntum0a,Kerberos authentication failed,19270.0,23,kerberos authentication fail,Failure
1870,9gntum0a,Kerberos authentication failed,19268.0,23,kerberos authentication fail,Failure
1867,9gntum0a,Kerberos authentication failed,19271.0,23,kerberos authentication fail,Failure
1866,9gntum0a,Kerberos authentication failed,19286.0,23,kerberos authentication fail,Failure
1865,9gntum0a,Kerberos authentication failed,19287.0,23,kerberos authentication fail,Failure
1864,9gntum0a,Kerberos authentication failed,19272.0,23,kerberos authentication fail,Failure
1869,9gntum0a,Kerberos authentication failed,19269.0,23,kerberos authentication fail,Failure
1896,0nozhngj,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,19280.0,15,authentication fail from 163.27.187.39 ( 163.27.187.39 ): Software cause connection abort,Failure
1892,0nozhngj,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,19276.0,15,authentication fail from 163.27.187.39 ( 163.27.187.39 ): Software cause connection abort,Failure
1893,0nozhngj,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,19275.0,15,authentication fail from 163.27.187.39 ( 163.27.187.39 ): Software cause connection abort,Failure
1894,0nozhngj,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,19277.0,15,authentication fail from 163.27.187.39 ( 163.27.187.39 ): Software cause connection abort,Failure
1895,0nozhngj,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,19279.0,15,authentication fail from 163.27.187.39 ( 163.27.187.39 ): Software cause connection abort,Failure
1898,0nozhngj,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,19282.0,15,authentication fail from 163.27.187.39 ( 163.27.187.39 ): Software cause connection abort,Failure
1897,0nozhngj,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,19281.0,15,authentication fail from 163.27.187.39 ( 163.27.187.39 ): Software cause connection abort,Failure
1890,0nozhngj,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,19278.0,15,authentication fail from 163.27.187.39 ( 163.27.187.39 ): Software cause connection abort,Failure
1899,0nozhngj,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,19283.0,15,authentication fail from 163.27.187.39 ( 163.27.187.39 ): Software cause connection abort,Failure
1900,0nozhngj,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,19285.0,15,authentication fail from 163.27.187.39 ( 163.27.187.39 ): Software cause connection abort,Failure
1901,0nozhngj,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,19284.0,15,authentication fail from 163.27.187.39 ( 163.27.187.39 ): Software cause connection abort,Failure
1891,0nozhngj,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,19273.0,15,authentication fail from 163.27.187.39 ( 163.27.187.39 ): Software cause connection abort,Failure
1887,0nozhngj,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,19274.0,15,authentication fail from 163.27.187.39 ( 163.27.187.39 ): Software cause connection abort,Failure
1889,0nozhngj,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,19267.0,15,authentication fail from 163.27.187.39 ( 163.27.187.39 ): Software cause connection abort,Failure
1888,0nozhngj,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,19266.0,15,authentication fail from 163.27.187.39 ( 163.27.187.39 ): Software cause connection abort,Failure
1856,pwrxb81t,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,19272.0,8,authentication fail from 163.27.187.39 ( 163.27.187.39 ): permission deny in replay cache code,Failure
1857,pwrxb81t,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,19287.0,8,authentication fail from 163.27.187.39 ( 163.27.187.39 ): permission deny in replay cache code,Failure
1858,pwrxb81t,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,19286.0,8,authentication fail from 163.27.187.39 ( 163.27.187.39 ): permission deny in replay cache code,Failure
1859,pwrxb81t,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,19271.0,8,authentication fail from 163.27.187.39 ( 163.27.187.39 ): permission deny in replay cache code,Failure
1860,pwrxb81t,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,19270.0,8,authentication fail from 163.27.187.39 ( 163.27.187.39 ): permission deny in replay cache code,Failure
1861,pwrxb81t,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,19269.0,8,authentication fail from 163.27.187.39 ( 163.27.187.39 ): permission deny in replay cache code,Failure
1862,pwrxb81t,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,19268.0,8,authentication fail from 163.27.187.39 ( 163.27.187.39 ): permission deny in replay cache code,Failure
1863,pwrxb81t,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,19288.0,8,authentication fail from 163.27.187.39 ( 163.27.187.39 ): permission deny in replay cache code,Failure
1813,4ibqxqhw,User unknown timed out after 900 seconds at Sat Jun 18 02:23:10 2005,31277.0,1,User unknown time out after 900 second at Sat Jun 18 02:23:10 2005,Failure
1987,dui8wqje,"There is already a security framework initialized, register_security failed.",,1,"there be already a security framework initialize , register_security fail .",Failure
1936,jxnqludc,warning: can't get client address: Connection reset by peer,26482.0,2,warning : can not get client address : connection reset by peer,Warning
1937,jxnqludc,warning: can't get client address: Connection reset by peer,26484.0,2,warning : can not get client address : connection reset by peer,Warning
897,xhqurzab,PCI: Using configuration type 1,,51,pci : use configuration type 1,Debug
1300,x2apizha,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,24088.0,909,connection from 206.196.21.129 ( host129.206.196.21.maximumasp.com ) at Sat Jul   9 22:53:19 2005,Info
1276,x2apizha,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,23204.0,909,connection from 81.171.220.226 ( ) at Sat Jul   9 12:59:44 2005,Info
1250,x2apizha,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,23040.0,909,connection from 211.57.88.250 ( ) at Sat Jul   9 11:35:59 2005,Info
1251,x2apizha,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,23044.0,909,connection from 211.57.88.250 ( ) at Sat Jul   9 11:35:59 2005,Info
1252,x2apizha,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,23039.0,909,connection from 211.57.88.250 ( ) at Sat Jul   9 11:35:59 2005,Info
1253,x2apizha,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,23041.0,909,connection from 211.57.88.250 ( ) at Sat Jul   9 11:35:59 2005,Info
1254,x2apizha,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,23047.0,909,connection from 211.57.88.250 ( ) at Sat Jul   9 11:35:59 2005,Info
1255,x2apizha,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,23033.0,909,connection from 211.57.88.250 ( ) at Sat Jul   9 11:35:59 2005,Info
1256,x2apizha,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,23042.0,909,connection from 211.57.88.250 ( ) at Sat Jul   9 11:35:59 2005,Info
1257,x2apizha,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,23034.0,909,connection from 211.57.88.250 ( ) at Sat Jul   9 11:35:59 2005,Info
1258,x2apizha,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,23140.0,909,connection from 211.167.68.59 ( ) at Sat Jul   9 12:16:49 2005,Info
1259,x2apizha,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,23143.0,909,connection from 211.167.68.59 ( ) at Sat Jul   9 12:16:49 2005,Info
1260,x2apizha,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,23142.0,909,connection from 211.167.68.59 ( ) at Sat Jul   9 12:16:49 2005,Info
1261,x2apizha,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,23141.0,909,connection from 211.167.68.59 ( ) at Sat Jul   9 12:16:49 2005,Info
1262,x2apizha,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,23144.0,909,connection from 211.167.68.59 ( ) at Sat Jul   9 12:16:49 2005,Info
1263,x2apizha,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,23145.0,909,connection from 211.167.68.59 ( ) at Sat Jul   9 12:16:49 2005,Info
1264,x2apizha,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,23146.0,909,connection from 211.167.68.59 ( ) at Sat Jul   9 12:16:49 2005,Info
1265,x2apizha,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,23148.0,909,connection from 211.167.68.59 ( ) at Sat Jul   9 12:16:49 2005,Info
1266,x2apizha,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,23149.0,909,connection from 211.167.68.59 ( ) at Sat Jul   9 12:16:49 2005,Info
1267,x2apizha,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,23150.0,909,connection from 211.167.68.59 ( ) at Sat Jul   9 12:16:49 2005,Info
1268,x2apizha,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,23147.0,909,connection from 211.167.68.59 ( ) at Sat Jul   9 12:16:49 2005,Info
1269,x2apizha,connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,23151.0,909,connection from 211.167.68.59 ( ) at Sat Jul   9 12:16:51 2005,Info
1270,x2apizha,connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,23152.0,909,connection from 211.167.68.59 ( ) at Sat Jul   9 12:16:51 2005,Info
1271,x2apizha,connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,23153.0,909,connection from 211.167.68.59 ( ) at Sat Jul   9 12:16:51 2005,Info
1272,x2apizha,connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,23155.0,909,connection from 211.167.68.59 ( ) at Sat Jul   9 12:16:51 2005,Info
1273,x2apizha,connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,23154.0,909,connection from 211.167.68.59 ( ) at Sat Jul   9 12:16:51 2005,Info
1274,x2apizha,connection from 211.167.68.59 () at Sat Jul  9 12:16:52 2005,23156.0,909,connection from 211.167.68.59 ( ) at Sat Jul   9 12:16:52 2005,Info
1249,x2apizha,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,23043.0,909,connection from 211.57.88.250 ( ) at Sat Jul   9 11:35:59 2005,Info
1248,x2apizha,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,23045.0,909,connection from 211.57.88.250 ( ) at Sat Jul   9 11:35:59 2005,Info
1247,x2apizha,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,23048.0,909,connection from 211.57.88.250 ( ) at Sat Jul   9 11:35:59 2005,Info
1233,x2apizha,connection from 221.4.102.93 () at Thu Jul  7 23:09:47 2005,14120.0,909,connection from 221.4.102.93 ( ) at Thu Jul   7 23:09:47 2005,Info
1222,x2apizha,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,14109.0,909,connection from 221.4.102.93 ( ) at Thu Jul   7 23:09:45 2005,Info
1223,x2apizha,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,14110.0,909,connection from 221.4.102.93 ( ) at Thu Jul   7 23:09:45 2005,Info
1224,x2apizha,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,14111.0,909,connection from 221.4.102.93 ( ) at Thu Jul   7 23:09:45 2005,Info
1225,x2apizha,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,14112.0,909,connection from 221.4.102.93 ( ) at Thu Jul   7 23:09:45 2005,Info
1226,x2apizha,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,14113.0,909,connection from 221.4.102.93 ( ) at Thu Jul   7 23:09:45 2005,Info
1227,x2apizha,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,14114.0,909,connection from 221.4.102.93 ( ) at Thu Jul   7 23:09:45 2005,Info
1228,x2apizha,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,14115.0,909,connection from 221.4.102.93 ( ) at Thu Jul   7 23:09:45 2005,Info
1229,x2apizha,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,14116.0,909,connection from 221.4.102.93 ( ) at Thu Jul   7 23:09:45 2005,Info
1230,x2apizha,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,14118.0,909,connection from 221.4.102.93 ( ) at Thu Jul   7 23:09:45 2005,Info
1231,x2apizha,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,14119.0,909,connection from 221.4.102.93 ( ) at Thu Jul   7 23:09:45 2005,Info
1232,x2apizha,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,14117.0,909,connection from 221.4.102.93 ( ) at Thu Jul   7 23:09:45 2005,Info
1234,x2apizha,connection from 221.4.102.93 () at Thu Jul  7 23:09:50 2005,14121.0,909,connection from 221.4.102.93 ( ) at Thu Jul   7 23:09:50 2005,Info
